Предназночение;Бренд;Название продукта;Ценовой сегмент;Возрастная категория;Ингредиенты;Тип состава;Комбинированная;Сухая кожа;Нормальная;Жирная;Чувствительная;Проблемная кожа;Универсальность;Оценка;Категория эффективности;Кластер;split
Солнцезащитное средство;PETER THOMAS ROTH;Max Mineral Naked Broad Spectrum SPF 45;Средний;18+;Кремнезем, гидроксид алюминия, стеариновая кислота, полиметилсилсесквиоксан, триэтоксикаприлилсилан, ретинилпальмитат (витамин А), токоферилацетат (витамин Е), аскорбилпальмитат (витамин С), экстракт коры Salix Alba (ивы), вода, бутиленгликоль, хлорфенезин, Сорбат калия, тетранатрий ЭДТА.;Натуральный;1;1;1;1;1;0;0,83;4,6;Высокая;Группа3;train
Солнцезащитное средство;SUPERGOOP!;City Sunscreen Serum SPF 30;Высокий;18+;Очищенная вода, циклометикон, изостеарилнеопентаноат, глицерин, цетеарет-20, полипропилен, цетеариловый спирт, ксантановая камедь, d-пантенол, октаногидроксамовая кислота, каприлилгликоль, диоксид кремния, триаконтанил ПВП, цетилдиметикон, акрилоилдиметилтаурат аммония/ВП. Сополимер, стеарат ПЭГ-40, токоферол, динатрий ЭДТА, пентиленгликоль, пантенилтриацетат, лактат натрия, молочная кислота, серин, мочевина, сорбит, хлорид натрия, аллантоин, олеиловый спирт, этиллинолеат.;Химический;1;1;1;1;0;1;0,83;4,1;Средняя;Группа1;train
Солнцезащитное средство;COOLA;Mineral Face SPF 30 - Matte Tint;Высокий;18+;Гидроксид алюминия, Butyrospermum Parkii (органическое масло ши), фруктовый экстракт Cucumis Sativus (органический огурец), циклопентасилоксан, кроссполимер диметикона, глицерин (органический), диметикон водорода, оксиды железа, изопропилмиристат, изопропиловый триизостеарат титана, Linum Usitatissimum (органический). Льняное масло, слюда, масло Oenothera biennis (органическая вечерняя примулы), экстракт планктона, полиамид-5, полисиликон-11, пропиленкарбонат, фруктовое масло Rosa Canina (органическое), силилат кремнезема, гекторит стеаралкония, синтетический воск.;Смешанный;1;0;1;1;1;0;0,67;4,1;Средняя;Группа1;test
Солнцезащитное средство;PERRICONE MD;High Potency Classics: Face Finishing & Firming Moisturizer Tint SPF 30;Высокий;35+;Вода, глицерин, циклопентасилоксан, диметикон, пентиленгликоль, этилгексилметоксикрилен, полиэфир-8, полиглицерил-3, полидиметилсилоксиэтилдиметикон, гидроксиэтилакрилат/сополимер акрилоилдиметилтаурата натрия, бензиловый спирт, гидроксид алюминия, стеариновая кислота, оксиды железа (CI 77491, CI 77492, CI 77499), диэтилгексилсирингилиденмалонат, гидрогенизированный лецитин, диоксид титана (CI 77891), изогексадекан, бисаболол, слюда (CI 77019), тетрагексилдецил аскорбат, Феноксиэтанол, диметилсилитат диоксида кремния, полиэстер-1, полисиликон-11, полисорбат 60, каприловый/каприновый триглицерид, бензоат натрия, сорбат калия, ароматизатор, ксантановая камедь, гидрогенизированный фосфатидилхолин цитронеллол, тиоктовая кислота, гераниол, астаксантин, гидроксицитронеллаль, Бутилфенилметилпропиональ.;Химический;1;1;1;1;0;0;0,67;4,3;Средняя;Группа1;train
Солнцезащитное средство;MURAD;Perfecting Day Cream Broad Spectrum SPF 30 PA+++;Высокий;18+;Вода, бутиленгликоль, пентиленгликоль, глицерилстеарат, стеарат ПЭГ-100, диизопропилсебацинат, изодецил неопентаноат, лауриллактат, стеариновая кислота, стеарат сорбитана, мочевина, дрожжевые аминокислоты, трегалоза, инозитол, таурин, бетаин, фосфолипиды, ретинилпальмитат, Токоферилацетат, аскорбилпальмитат, цетеариловый спирт, цетеарет-20, экстракт цедры лимона, экстракт цветков календулы лекарственной, гликолипиды, гиалуронат натрия, лецитин, токоферол, перекись водорода, дикалий глицирризат, экстракт Punica Granatum, аскорбилфосфат магния, гидролизованный Соевая мука, белок овса, кроссполимер пальмитоилгидроксипропилтримония амилопектина/глицерина, экстракт виноградных косточек, экстракт листьев камелии китайской, масло вечерней примулы, масло семян бораго лекарственного, натрий PCA, диметикон, пропиленгликоль, карбомер, камедь склероции, аминометилпропанол, Хлорфенезин, феноксиэтанол, метилпарабен, пропилпарабен, динатрий ЭДТА, линалоол, лавандовое масло.;Смешанный;0;0;0;0;0;0;0;4,2;Низкая;Группа2;test
Солнцезащитное средство;ESTEE LAUDER;Advanced Time Zone SPF 15- Normal/Combination Skin;Высокий;18+;Adv Timezone Age Rvr N/C Lwcrspf15 Подразделение: El (Estee Lauder)Активные ингредиенты: авобензон 3,00%, октиноксат 7,50%, октисалат 5,00%Состав: вода, бутиленгликоль, глицерин, октилдодецилмиристат, дигептаноат неопентилгликоля, диметикон , Глицерил стеарат , Экстракт плодов Citrullus Vulgaris (арбуз) , Экстракт Sigesbeckia Orientalis (Зверобой) , Экстракт плодов Pyrus Malus (Яблоко) , Экстракт плодов Lens Esculenta (Чечевица) , Экстракт Centaurium Erythraea (золототысячник (Centaury)) , Экстракт Laminaria Digitata , Экстракт Hordeum Vulgare (Ячмень)/Extrait D'Orge , Кукумис посевной (Огурец) Экстракт фруктов , Экстракт семян Tamarindus Indica , Экстракт Salicornia Herbacea , Экстракт корня Polygonum Cuspidatum , Экстракт семян Vitis Vinifera (Виноград) , Гидролизованный экстракт риса , Экстракт Rosmarinus Officinalis (Розмарин) , Экстракт Selaginella Tamariscina (колосистый мох) , Экстракт Humulus Lupulus (Хмель) , Экстракт кожуры Citrus Reticulata (мандарин (Tangerine)), Дрожжевой экстракт/Fex/Extrait De Levure, Экстракт цветов/листьев/стеблей Limonium Vulgare, Сывороточный белок/молочный белок/протеин Du Petit-Lait, Фермент Thermus Thermophillus, Цетиловый спирт, Пентаэритритилтетраэтилгексаноат, Гидрогенизированный лецитин, Полиэтилен, Каприловый/каприновый/миристиновый/стеариновый триглицерид, фруктовый сок Punica Granatum (гранат), холестерин, сахароза, линолевая кислота, кофеин, ацетил глюкозамин, линоленовая кислота, аденозинфосфат, лактопероксидаза, фосфолипиды, ацетилгексапептид-8, глюкоза Оксидаза , Стеарат Peg-100 , Сополимер акриламида/акрилоилдиметилтаурата натрия, токоферилацетат, триолеин, бегениловый спирт, фитантриол, трегалоза, сополимер ПВП/гексадецена, пентиленгликоль, кроссполимер Hdi/Ppg/поликапролактона, каприловый/каприновый триглицерид, полисиликон-11 , Изогексадекан , Каприлилгликоль , Дикапрат пропиленгликоля , Натрий РСА , Жмых Helianthus Annuus (Подсолнечник) , Полисорбат 80 , Глюкоза , Гиалуронат натрия , Лактат натрия , Фитостерилглицериды канолы , Олеиновая кислота , Пальмитиновая кислота , Стеариновая кислота , Сульфат калия, декарбокси Карнозин Hcl , Нордигидрогваяретовая кислота , Циклодекстрин , Карбомер , Гексиленгликоль , Гидроксид калия , Ароматизатор , Кремнезем , Этилбизиминометилгваякол хлорид марганца , Динатрий Эдта , Bht , Феноксиэтанол;Смешанный;0;0;0;0;0;0;0;3,8;Низкая;Группа2;test
Солнцезащитное средство;CLARINS;Multi-Active Day Cream SPF 20 - All Skin Types;Средний;18+;Вода, глицерин, бутилоктилсалицилат, диметикон, C12-15 алкилбензоат, цетеарил, спирт, пропандиол, цетилфосфат калия, отдушка/ароматизатор, целлюлоза, цетеарил глюкозид, экстракт Dipsacus Sylvestris, феноксиэтанол, акрилаты/C10-30 алкилакрилат. Кроссполимер, каприлилгликоль, Ci 77891/диоксид титана, трометамин, синтетический фторфлогопит, динатрий Эдта, токоферилацетат, ксантановая камедь, гиалуронат натрия, диметиконол, токоферол, бутиленгликоль, экстракт листьев Diospyros Mespiliformis, мальтодекстрин, Экстракт Sanicula Europaea, экстракт Myrothamnus Flabellifolia, лимонная кислота, экстракт цветов/листьев/стеблей Lapsana Communis, экстракт Furcellaria Lumbricalis, цитрат натрия, сорбат калия, аскорбиновая кислота, гликолевая кислота, молочная кислота, марис-сал/морская соль/Sel Marin.Ci 14700/Red 4.Ci 17200/Красный 33.Поливиниловый спирт.Пальмитоилгептапептид-14 меди.Пальмитат гептапептида-15.;Смешанный;0;0;0;0;0;0;0;3,5;Низкая;Группа2;train
Солнцезащитное средство;SHISEIDO;Future Solution LX Total Protective Cream Broad Spectrum SPF 20 Sunscreen;Высокий;30+;Глицерин, дипропиленгликоль, бегениловый спирт, бутиленгликоль, изогексадекан, Sd Alcohol 40-B, диоксид кремния, каприловый/каприновый триглицерид, миристилмиристат, диметикон, полибутиленгликоль/сополимер Ppg-9/1, сорбит, стеариловый спирт, фитостерилмакадамиат, токоферил Ацетат, диметиловый эфир Peg/Ppg-17/4, пиперидинпропионовая кислота, 2-O-этиласкорбиновая кислота, экстракт листьев Prunus Speciosa, экстракт корня дягиля остролистного, экстракт листьев/стеблей Isodonis Japonicus, экстракт листьев Camellia Sinensis, экстракт кожуры Zanthoxylum Piperitum, Бехенет-20, сукциногликан, тринатрия Эдта, цитрат натрия, спирт, BHT, метафосфат натрия, лимонная кислота, тальк, пальмитат декстрина, токоферол, метилпарабен, этилпарабен, ароматизатор, оксиды железа.;Смешанный;1;1;1;1;1;0;0,83;5;Высокая;Группа3;train
Солнцезащитное средство;SHISEIDO;Sports BB Broad Spectrum SPF 50+ WetForce;Высокий;18+;Вода, диметикон, триметилсилоксисиликат, изододекан, кроссполимер метилметакрилата, Sd спирт 40-B, ксилит, изопропилмиристат, гидроксид алюминия, полидиметилсилоксиэтилдиметикон PEG-9, дистеарат алюминия, изостеариновая кислота, декстрин пальмитат, бис-бутилдиметикон. Полиглицерил-3, серин, глицин, натрий Pca, аспарагиновая кислота, диметиловый эфир Peg/Ppg-14/7, экстракт камнеломки сарментозы, экстракт корня софоры узколистной, гекторит дистеардимония, тринатрий Эдта, кремнезем, аланин, полиметилсилсесквиоксан, тальк, глинозем, спирт, цитрат натрия, Полисиликон-2, триэтоксикаприлилсилан, диметикон водорода, бутиленгликоль, лимонная кислота, токоферол, стеариновая кислота, BHT, экстракт листьев Syzygium Jambos, метилпарабен, этилпарабен, ароматизатор, диоксид титана, оксиды железа, слюда.;Смешанный;1;1;1;1;0;0;0,67;4,1;Средняя;Группа1;test
Солнцезащитное средство;COOLA;Rosilliance™ Organic BB+ Cream SPF 30;Высокий;18+;Гидроксид алюминия октилдодецилолеат, каприлогидроксамовая кислота Oryza Sativa (рисовое) масло отрубей*, каприлилгликоль экстракт планктона, масло семян Carthamus Tinctorius (сафлор)*, пропандиол фруктовая вода Citrus Aurantium Dulcis (апельсин)*, экстракт клеток листьев Rosa Damascena, кокоглицериды Экстракт листьев Rosmarinus Officinalis (розмарина)*, экстракт клеток листьев Commiphora Myrra, дисукцинат тринатрия этилендиамина, экстракт плодов Cucumis Sativus (огурец)*, вода, дикаприлилкарбонат, ксантановая камедь, масло мякоти Euterpe Oleracea*, ароматизатор, глицерин*, экстракт семян Helianthus Annuus (подсолнечника)*, Масло семян Helianthus Annuus (подсолнечное)*, диметикон водорода, гидролизованный белок пшеницы, кроссполимер ПВП, сополимер гидроксиэтилакрилата и акрилоилдиметилтаурата натрия, оксиды железа, слюда. * Сертифицированный органический продукт.;Натуральный;1;1;1;0;1;0;0,67;3,8;Средняя;Группа1;train
Солнцезащитное средство;SUPERGOOP!;Defense Refresh Setting Mist Broad Spectrum SPF 50;Высокий;18+;-Авобензон 3%, гомосалат 4%, октисалат 3% и октиноксат 6%: обеспечивают защиту от солнца широкого спектра. -Силилат кремния: помогает контролировать жирность и уменьшать блеск. - Масло листьев розмарина и масло стеблей/листов перечной мяты: успокаивают воспаление и приподнимают ощущения. Денат спирта, бутилоктилсалицилат, изододекан, дикаприлилкарбонат, кремнезем силилат, вода, ПВП, каприловый/каприновый триглицерид, масло стеблей/листьев Mentha Piperita (мята перечная), масло листьев Mentha Viridis (мята перечная), масло листьев Rosmarinus Officinalis (розмарин).;Натуральный;1;1;1;1;0;0;0,67;3,3;Низкая;Группа1;test
Солнцезащитное средство;CLINIQUE;Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer for Dry Combination Skin;Средний;30+;Авобензон 3,0%, октисалат 5,0% Вода, глицерин, бутилоктилсалицилат, полиэстер-8, октилдодецил неопентаноат, бегениловый спирт, бутиленгликоль, миристилмиристат, цетиловые эфиры, акрилоилдиметилтаурат аммония/сополимер Vp, семена Tamarindus Indica Экстракт , Экстракт планктона , Экстракт Centaurium Erythraea (Зверобой) , Экстракт Sigesbeckia Orientalis (Зверобой) , Глицерил стеарат , Экстракт водорослей , Кофеин , Экстракт листьев Camellia Sinensis , Фильтрат фермента Saccharomyces , Сывороточный протеин/молочный белок/протеин Du Petit-Lait , Нейлон-12 , Ацетилгексапептид-8 , Сахароза , Биотин , эрготионеин , миристил лаурат , лаурил пег-9 полидиметилсилоксиэтил диметикон , полиэтилен , аминопропил аскорбилфосфат , белок глициновой сои (сои), стеарат ПЭГ-100 , стеарет-21 , диметикон , ацетил глюкозамин , семена астрокарии мурумуру Сливочное масло , Трисилоксан , Каприлилгликоль, токоферилацетат, миристиловый спирт, гиалуронат натрия, гексиленгликоль, гидроксиэтилцеллюлоза, бензоат натрия, цитрат натрия, лецитин, динатрий Эдта, феноксиэтанол, желтый 5 (Ci 19140), красный 4 (Ci 14700);Смешанный;0;0;0;0;0;0;0;4,3;Низкая;Группа2;train
Солнцезащитное средство;TARTE;Tarteguard Mineral Powder Sunscreen Broad Spectrum SPF 30;Средний;18+;Полиметилсилсесквиоксан, диоксид кремния, эфиры жожоба, каприлилгликоль, оксид алюминия, дегидроацетат натрия, феноксиэтанол, ванилин, каприловый/каприновый триглицерид, гексиленгликоль, экстракт плодов ванили планифолии, димиристат алюминия, триэтоксикаприлилсилан, динатрий стеароил Глутамат, оксиды железа, слюда.;Смешанный;1;1;1;1;1;0;0,83;4,2;Средняя;Группа1;test
Солнцезащитное средство;KIEHL'S SINCE 1851;Ultra Facial Moisturizer SPF 30;Средний;18+;Вода, пропиленгликоль, дикаприлиловый эфир, глицерин, стеарат ПЭГ-100, глицерилстеарат, сквалан, гидрогенизированный полиизобутен, феноксиэтанол, сорбитанолеат, каприлилгликоль, акрилаты/C10-30 алкилакрилатный кроссполимер, триэтаноламин, пчелиный воск, токоферол, Динатрий Эдта, стеариновая кислота, миристиловый спирт, масло сладкого миндаля, масло абрикосовых косточек, масло авокадо.;Смешанный;1;1;1;1;1;0;0,83;3,7;Средняя;Группа1;test
Солнцезащитное средство;CLINIQUE;Super City Block Oil-Free Daily Face Protector Broad Spectrum 40 SPF;Средний;18+;Октиноксат 7,50% , Октизалат 2,00% , Диоксид титана 7,30% , Оксид цинка 9,60% Вода , Триоктилдодецилцитрат , Бутиленгликоль , Диметикон , Октилдодецилнеопентаноат , Стеарет-2 , Кремнезем , Экстракт плодов Rosa Roxburghii , Цитрусовые Уншиу Экстракт кожуры Porphyra Yezoensis Экстракт (водорослей) , Экстракт корня солодки (солодки) , Экстракт лизата Saccharomyces , Экстракт плодов Cucumis Sativus (огурец) , Экстракт коры Betula Alba (березы) , Экстракт Hordeum Vulgare (ячмень)/Extrait D'Orge , Экстракт листьев Rosmarinus Officinalis (Розмарин) , Helianthus Аннуус (Подсолнух) Жмых, Экстракт корня горечавки желтой (Горечавки), Дрожжевой экстракт/Фаекс/Экстракт Левюра, РНК натрия, Аскорбилфосфат магния, Дикалия глицирризат, Токоферилацетат, Пантетин, Сквалан, Полиглицерил-6-полирицинолеат, Дикапрат пропиленгликоля, Ромашка Рекутита (Матрикария), Гексиленгликоль, Диметикон Peg/Ppg-18/18, Каприлилгликоль, Сульфат бария, Полиэтилен, Алюмосиликат магния, Лецитин, Цетет-2, Стеарат Peg-40, Стеарат натрия, Стеарет-20, Тристеарат сорбитана, Изопропил титан Триизостеарат , Ксантановая камедь , Стеариновая кислота, гидроксид алюминия, лимонная кислота, динатрий Эдта, Bht, феноксиэтанол, слюда, оксиды железа (Ci 77491, Ci 77492, Ci 77499), диоксид титана (Ci 77891);Смешанный;0;0;0;0;0;0;0;4,2;Низкая;Группа2;test
Солнцезащитное средство;FIRST AID BEAUTY;Ultra Repair® Pure Mineral Sunscreen Moisturizer Broad Spectrum SPF 40;Средний;30+;Вода, бутилоктилсалицилат, цетеариловый спирт, каприловый/каприновый триглицерид, стеарет-2, диметикон, сквалан, глицерин, бутиленгликоль, оксид алюминия, цетеарет-20, коллоидная овсянка, мочевина, аллантоин, масло Butyrospermum Parkii (ши), Copaifera Officinalis (бальзам). Копайба) Смола, Масло семян Limnanthes Alba (пенник луговой), масло Persea Gratissima (авокадо), экстракт хризантемы партениум (пиретрум), экстракт листьев камелии китайской, экстракт корня солодки голой (солодки), керамид NP, токоферилацетат, триэтоксикаприлилсилан, каприлилгликоль, Изопропилтриизостеарат титана, изопарафин C13-14, алкилбензоат C12-15, полигидроксистеариновая кислота, лаурет-7, метикон, фильтрат фермента лейконостока/корня редиса, ксантановая камедь, полиакриламид, феноксиэтанол, динатрий ЭДТА, ЭДТА.;Смешанный;1;1;1;1;1;0;0,83;3,6;Средняя;Группа1;test
Солнцезащитное средство;KIEHL'S SINCE 1851;Powerful Wrinkle Reducing Cream Sunscreen Broad Spectrum SPF 30;Средний;35+;Вода: глицерин, цетеариловый спирт, изогексадекан, глицерилстеарат, циклогексасилоксан, изононилизононаноат, масло ши, стеарат Peg-100, цетеарет-20, феноксиэтанол, бутиленгликоль, полиакрилоилдиметилтаурат аммония, каприлилгликоль, токоферол, Хлорфенезин, ксантановая камедь, динатрий Эдта, пара-анисовая кислота, кальций РСА, аденозин, медь РСА, экстракт фермента альтеромонады, экстракт кораллины лекарственной, лимонная кислота, гидроксид натрия.;Смешанный;1;1;1;1;1;0;0,83;3,5;Средняя;Группа1;train
Солнцезащитное средство;COOLA;Mineral Face SPF 30 - Cucumber Matte;Высокий;18+;Гидроксид алюминия, Butyrospermum Parkii (органическое масло ши), фруктовый экстракт Cucumis Sativus (органический огурец), циклопентасилоксан, кроссполимер диметикона, глицерин (органический), диметикон водорода, изопропилмиристат, масло семян Linum Usitatissimum (органическое льняное семя), Oenothera Biennis (органический вечерний) Масло примулы), экстракт планктона, полиамид-5, полисиликон-11, пропиленкарбонат, фруктовое масло Rosa Canina (органический шиповник), силилат кремнезема, гекторит стеаралкония.;Смешанный;1;0;1;1;1;0;0,67;4,4;Средняя;Группа3;test
Солнцезащитное средство;KIEHL'S SINCE 1851;Super Multi-Corrective Cream Sunscreen Broad Spectrum SPF 30;Средний;18+;Вода, глицерин, диметикон, глицерилстеарат, гидроксипропилтетрагидропирантриол, диоксид кремния, стеарат Peg-100, пропиленгликоль, воск Euphorbia Cerifera (канделилла (Candelilla)), феноксиэтанол, полиакрилоилдиметилтаурат аммония, стеариновая кислота, дикаприлилкарбонат, цетиловый спирт, Пальмитиновая кислота, каприлилсалициловая кислота, каприлилгликоль, ксантановая камедь, диметикон/винилдиметиконовый кроссполимер, ароматизаторы, динатриевая соль ЭДТА, токоферол, гиалуронат натрия, аденозин, линалоол, гидроксид натрия, экстракт цветов жасмина лекарственного (жасмина), цитронеллол, гераниол, цитраль, Бензиловый спирт, лимонная кислота.;Смешанный;1;1;1;1;1;0;0,83;3,5;Средняя;Группа1;test
Солнцезащитное средство;LA MER;The Broad Spectrum SPF 50 UV Protecting Fluid;Высокий;18+;Авобензон 3,00%, гомосалат 5,00%, октисалат 5,00%, октокрилен 2,70%, оксибензон 3,00%, вода, бутиллоктилсалицилат, метилтриметикон, дигептаноат неопентилгликоля, масло семян Aleurites Moluccana (Kukui), лаурил Peg-9 полидиметилсилоксиэтил диметикон, Стеарат ПЭГ-100, бутиленгликоль, глицерилстеарат, дипентаэритритилтри-полигидроксистеарат, цетилфосфат калия, экстракт водорослей (водорослей), масло семян Sesamum Indicum (кунжут), порошок семян Medicago Sativa (люцерна), жмых Helianthus Annuus (подсолнечник), чернослив Мука из семян Amygdalus Dulcis (сладкий миндаль), масло листьев эвкалипта шаровидного (эвкалипта), глюконат натрия, глюконат меди, глюконат кальция, глюконат магния, глюконат цинка, токоферилсукцинат, ниацин, порошок семян Sesamum Indicum (кунжут), экстракт Laminaria Ochroleuca, малахит, Кофеин, сорбит, гиалуронат натрия, цетиловый спирт, стеариновая кислота, сополимер Vp/эйкозина, этилгексилглицерин, изомерат сахарида, каприловый/каприновый триглицерид, каприлилгликоль, акрилоилдиметилтаурат аммония/сополимер Vp, дегидроксантановая камедь, натрий. Дегидроацетат, лимонная кислота, турмалин, сополимер стирола и акрилатов, диоксид кремния, лаурат PEG-8, ароматизатор, динатрий Эдта, феноксиэтанол, лимонен, гераниол, гидроксицитронеллаль, линалоол, цитронеллол, слюда, зеленый 5 (Ci 61570), диоксид титана (Ci 77891);Смешанный;0;0;0;0;0;0;0;4,7;Низкая;Группа2;test
Солнцезащитное средство;SUPERGOOP!;Supergoop! x Milly Defense Refresh Setting Mist Broad Spectrum Sunscreen SPF 50;Высокий;18+;Посетите Супергуп! бутик;Неопределён;1;1;1;1;1;0;0,83;3,7;Средняя;Группа1;train
Солнцезащитное средство;COOLA;Daydream™ Mineral Primer SPF 30;Высокий;18+;оксид алюминия, циклопентасилоксан, диметикон, диметикон/винил, кроссполимер диметикона, гексиллаурат, экстракт клеток листьев Iris Pallida, изододекан, экстракт каллуса Lonicera Japonica, слюда, экстракт клеток листьев Nymphaea Alba, диметикон ПЭГ-10, изостеарат полиглицерил-4, полисиликон-11, диоксид кремния, Стеариновая кислота, диоксид титана, триметилсилоксисиликат.;Смешанный;1;0;1;1;1;0;0,67;4,2;Средняя;Группа1;test
Солнцезащитное средство;SHISEIDO;Ultimate Sun Protection Spray Broad Spectrum SPF 50+ For Face/Body;Высокий;18+;-Экстракт листьев розового яблока: противодействует окислению, процессу, который ускоряет старение кожи, и помогает предотвратить повреждение ДНК, вызванное ультрафиолетовыми лучами. -Super-Veil 360: обеспечивает максимальную защиту кожи, позволяет солнцезащитному крему идеально ложиться на неровную поверхность кожи, обеспечивая высокую защиту от УФ-лучей под всеми углами. -Profense CEL: поддерживает естественную защиту клеток и ДНК от УФ-повреждений, поддерживая активность ферментов, которые в будущем являются причиной неровного тона кожи и морщин. -Ксилит: помогает сохранить кожу мягкой и здоровой. -Авобензон 3%, гомосалат 15%, октисалат 5%, октокрилен 2,5%, оксибензон 5%: обеспечивают солнцезащитные свойства.;Натуральный;0;0;0;0;0;0;0;4,2;Низкая;Группа2;train
Солнцезащитное средство;SHISEIDO;Ultimate Sun Protection Lotion WetForce SPF 50+ Mini;Высокий;18+;Вода, диметикон, SD Alcohol 40-B, тальк, кроссполимер метилметакрилата, изододекан, цетилэтилгексаноат, диизопропилсебацинат, триэтилгексаноин, лаурилПЭГ-9 полидиметилсилоксиэтилдиметикон, глицерин, декстринпальмитат, тетрастеарат триацетат сахарозы, полибутилен. Сополимер гликоля/PPG-9/1, триметилсилоксисиликат, ксилит, диоксид кремния, хлорид натрия, диметиловый эфир ПЭГ/PPG-14/7, экстракт Saxifraga Sarmentosa, экстракт корня софоры узколистной, гекторит дистеардимония, изостеариновая кислота, стеарат кальция, тринатрий ЭДТА, винил Кроссполимер диметикона/метикона силсесквиоксана, спирт, BHT, бутиленгликоль, стеариновая кислота, метабисульфит натрия, экстракт листьев Syzygium Jambos, токоферол, полисиликон-2, метилпарабен, ароматизатор, оксиды железа.;Смешанный;1;1;1;1;1;0;0,83;5;Высокая;Группа3;train
Солнцезащитное средство;SHISEIDO;Wetforce Clear Stick UV Protector Broad Spectrum 50+;Высокий;18+;Дифенилсилоксифенилтриметикон, триэтилгексаноин, минеральное масло, гидроксистеариновая кислота, дибутиллауроилглутамид, полиамид-8, диметиловый эфир Peg/Ppg-14/7, лецитин, экстракт корня солодки (солодки), Ppg-17, диметилсилилат кремния, BHT, Токоферол, пентаэритритилтетра-ди-Т-бутилгидроксигидроциннамат, ароматизатор.;Натуральный;1;1;1;1;1;0;0,83;4,3;Высокая;Группа1;test
Солнцезащитное средство;PETER THOMAS ROTH;Instant Mineral SPF 45;Средний;18+;Кремнезем, гидроксид алюминия, стеариновая кислота, полиметилсилсесквиоксан, триэтоксикаприлилсилан, ретинилпальмитат (витамин А), токоферилацетат (витамин Е), аскорбилпальмитат (витамин С), экстракт коры Salix Alba (ивы), вода, бутиленгликоль, хлорфенезин, Сорбат калия, тетранатрий ЭДТА.;Натуральный;1;1;1;1;1;0;0,83;3,4;Средняя;Группа1;train
Солнцезащитное средство;CLINIQUE;Superdefense SPF 20 Age Defense Moisturizer Combination Oily to Oily;Средний;18+;Авобензон 3,00 % , Октизалат 5,00 % Вода , Бутилоктилсалицилат , Глицерин , Полиэстер-8 , Полисорбат 60 , Диметикон , Бутиленгликоль , Цетиловый спирт , Стеарат сорбитана , Тридецил Стеарат , Стеарат Peg-100 , Трегалоза , Сигесбекия Экстракт восточного зверобоя (зверобоя), Hordeum Vulgare (Ячмень) Экстракт/экстракт D'Orge, Экстракт зародышей Triticum Vulgare (Пшеница), Экстракт Arabidopsis Thaliana, Экстракт Laminaria Saccharina, Экстракт планктона, Экстракт водорослей, Экстракт морского кнута, Фермент лактобактерий, Лизат микрококка, Эрготионеин, Кофеин, Лецитин, Гиалуронат натрия, Пентиленгликоль , Тридецилтримеллитат , Дипентаэритритилгексакаприлат/гексакапрат , Токоферилацетат , Этилгексилглицерин , Сквалан , Цетилпальмитат , Акрилаты/C10-30 Алкил-акрилатный кроссполимер , Сорбитанпальмитат , Сорбитаноливат , Полиэтилен , Бензоат натрия , Этилен/ВА Сополимер , тетрагексилдецил аскорбат , диметиконол , полиакрилат натрия , гидроксид натрия , пентаэритриттетра-ди-т-бутилгидроксигидроциннамат , динатрий Эдта , феноксиэтанол , хлорфенезин;Смешанный;0;0;0;0;0;0;0;4;Низкая;Группа2;test
Солнцезащитное средство;SUPERGOOP!;Glow Stick Sunscreen SPF 50;Высокий;25+;Каприловый/каприновый триглицерид, октилдодеканол, изододекан, изогексадекан, дикаприлилкарбонат, C12-15 алкилбензоат, дибутиллауроилглутамид, полиэстер-8, дибутилэтилгексаноилглутамид, диэтилгексилсирингилиденмалонат, масло семян Helianthus Annuus (подсолнечное), Масло семян Pentaclethra Macroloba, масло фруктов Mauritia Flexuosa, масло семян Limnanthes Alba (пенник луговой), масло семян Calophyllum Inophyllum, экстракт календулы лекарственной, токоферол.;Натуральный;1;1;0;0;1;0;0,5;4,2;Средняя;Группа1;test
Солнцезащитное средство;FIRST AID BEAUTY;Hello FAB Triple Protection Skin Tint with Goji Berry SPF 30;Средний;18+;Циклопентасилоксан, диметикон, вода (вода, вода), полиметилметакрилат, C12-15 алкилбензоат, цетилдиглицерилтрис(триметилсилокси)силилэтилдиметикон, циклогексасилоксан, диоксид кремния, полигидроксистеариновая кислота, хлорид натрия, экстракт плодов Lycium Barbarum, Экстракт корня солодки, экстракт хризантемы партениум, экстракт листьев камелии китайской, экстракт фермента Alteromonas, экстракт Haematococcus Pluvialis, токоферол, глицерин, аскорбилфосфат натрия, пропиленкарбонат, сорбат калия, динатрий стеароилглутамат, гексилен. Гликоль, стеарат сахарозы, лаурат полиглицерил-10, лецитин, бентонит кватерниум-90, бутиленгликоль, кроссполимер диметикон/винилдиметикон, каприлилгликоль, динатриевая соль ЭДТА, гидроксид алюминия, феноксиэтанол, CI 77891 (диоксид титана), CI 77491/77492/77499 (оксиды железа).;Смешанный;1;1;1;1;1;0;0,83;4,1;Средняя;Группа1;train
